"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT5G13120",3499.57002661711,-0.195630579409403,0.13104281029772,-1.49287533566279,0.135469822446173,0.455150531463956
"AT2G01910",752.786015295425,-0.259741441299643,0.174047596261297,-1.492358681643,0.135605140686072,0.455529048202752
"AT5G26200",228.663219731247,-0.352336341009777,0.236130531159536,-1.4921253057773,0.135666299003983,0.455658359751934
"AT3G09200",10786.5534253458,0.205254184534522,0.137579734351015,1.49189257780398,0.135727308747667,0.455787129175188
"AT5G22360",528.908501507133,-0.279242819758437,0.187261940176408,-1.49118832954193,0.135912056824304,0.456331313034842
"AT3G45040",476.737283938404,-0.425995057874887,0.285713749664295,-1.49098549991178,0.135965301878543,0.456433861123411
"AT2G38210",216.18720619405,-0.437417047754828,0.293416346264253,-1.4907725943833,0.136021209293719,0.456545310993361
"AT1G44760",386.813831764596,-0.322202040973809,0.216195440690265,-1.49032764032899,0.136138108240557,0.456835803998041
"AT3G45230",227.243906361977,0.347925347681733,0.233464606478593,1.49027020810383,0.13615320256435,0.456835803998041
"AT1G18330",861.546443200779,-0.381790123094707,0.256289998513955,-1.48968014869265,0.13630835667383,0.457131388244141
"AT2G36400",476.699703969679,0.423728111402297,0.284459682442231,1.48958934272996,0.136332245904594,0.457131388244141
"AT4G32140",274.693536709108,0.325311171605148,0.218383864860893,1.48963006865167,0.13632153133032,0.457131388244141
"AT5G53200",23.6578258959414,-1.03278386667607,0.693320134524314,-1.48962047292145,0.136324055810454,0.457131388244141
"AT3G49730",143.961316785751,0.43316138143246,0.290844083846482,1.48932505589867,0.136401792869065,0.457288318431306
"AT2G39430",14.1961661967813,1.24192953719238,0.833984813520025,1.48915126158057,0.136447541690128,0.4573654260887
"AT4G01790",41.0210128844666,0.746593238058589,0.501397340286087,1.4890251265246,0.136480752320913,0.457400487649933
"AT4G02340",1204.53049353234,0.22187018257797,0.149016948717286,1.48889226687161,0.136515740245088,0.457441492937917
"AT1G70475",4.541817960274,-2.54880795489992,1.7120650327498,-1.48873314164135,0.136557654187178,0.457505688624099
"AT1G80410",2163.06914966076,0.223415731572176,0.150084340501783,1.48860121465851,0.136592411579353,0.457545890503646
"AT3G27025",13.15619393623,-1.55800594437641,1.04695668860325,-1.48812836417803,0.136717044529036,0.457887086499461
"AT2G01270",774.384371336016,0.242996884167625,0.163456659099926,1.48661354946129,0.137116907130976,0.459073341859828
"AT4G00970",1537.44687725678,-0.465331966817154,0.313012442040145,-1.48662450535265,0.137114011891247,0.459073341859828
"AT3G05510",139.003536817558,0.430382943925602,0.289533176102694,1.48647194673453,0.137154331774879,0.459122184537785
"AT5G18020",52.150984367582,-0.767995136121607,0.516732370971201,-1.48625319268881,0.137212162477694,0.459239308575667
"AT1G63900",665.462827974541,-0.258324079322645,0.173845881391505,-1.48593729834125,0.137295706769126,0.45944244084442
"AT3G17850",1714.14941305437,-0.225067715873349,0.151479491593394,-1.48579661514499,0.13733292574998,0.459490509602821
"AT5G59350",207.746855678797,-0.429594317180382,0.289161302997891,-1.48565631959237,0.13737004992473,0.459538245214094
"AT1G16610",1116.45762606447,0.234149509801776,0.157712234219018,1.48466294299406,0.13763313276825,0.459726419046228
"AT1G61180",430.078679321463,0.304632284083329,0.205209464733982,1.48449431646943,0.137677829847169,0.459726419046228
"AT1G67510",232.378057759604,0.379868162002364,0.255885871162961,1.48452183106447,0.137670535912545,0.459726419046228
"AT2G32720",593.660213264957,-0.284396874714917,0.191539818226183,-1.4847924434129,0.137598814267057,0.459726419046228
"AT2G46720",289.702662919363,-0.477166064680441,0.321272195135943,-1.48523922052617,0.137480465905833,0.459726419046228
"AT3G02490",148.082307120304,0.409145019109785,0.275541226698505,1.48487768604394,0.137576227984941,0.459726419046228
"AT3G59640",198.497558772724,0.417268744058987,0.281033434294693,1.4847654874453,0.137605957239973,0.459726419046228
"AT4G00430",5199.02326183678,-0.239280852486126,0.161172183175876,-1.48462872296651,0.137642202413005,0.459726419046228
"AT5G02160",7992.04535731784,-0.266421307612811,0.179367134686135,-1.48534071238306,0.137453592314402,0.459726419046228
"AT5G19160",53.9002129032651,0.66043568774191,0.444700153689429,1.48512583650499,0.137510493163294,0.459726419046228
"AT5G44730",237.959955304195,0.363146343645105,0.244593927891935,1.48469075571471,0.137625761649688,0.459726419046228
"AT4G09500",166.866345378003,-0.433694015190868,0.292211846845402,-1.48417670218661,0.137762048834598,0.459783262461228
"AT5G23680",263.903492149939,-0.331620161928511,0.223435490124125,-1.48418750192409,0.137759184511036,0.459783262461228
"AT5G42320",454.492754450005,0.307598443838312,0.207252644837617,1.4841713797154,0.137763460485771,0.459783262461228
"AT3G59280",732.229703092342,-0.320135211933957,0.215719767346889,-1.48403280733732,0.137800217236823,0.459829604572004
"AT2G36050",141.981609971055,-0.530330838892443,0.357418631389802,-1.48378062114524,0.137867129800969,0.459900437818316
"AT5G44010",60.8103586261633,0.656659197810108,0.442558216350759,1.48378037860144,0.137867194167172,0.459900437818316
"AT3G01200",474.850119646733,0.287617490899621,0.193863399594278,1.4836090334821,0.13791267147274,0.459975822820079
"AT5G59310",192.112867231967,-2.30555829840006,1.55432122390923,-1.48332163450836,0.13798897699839,0.460153986159002
"AT3G04710",226.182731568342,0.381397585427801,0.25715389537309,1.48314916588937,0.138034783696329,0.460230402357328
"AT1G27770",6920.99686831124,-0.35988818392225,0.242682087741467,-1.48296146317006,0.138084649803011,0.460320325698812
"AT2G38400",539.190326253455,-0.274015842053542,0.184816407087489,-1.48263807511325,0.138170595364618,0.46053047410571
"AT5G59460",135.462466552355,0.43411239279719,0.292826277296974,1.48249124636082,0.138209631064931,0.460584225519713
"AT2G44940",100.725108652571,-0.631110245522398,0.425841189250746,-1.48203194395736,0.138331795475343,0.460914940011894
"AT1G10940",1472.73287962501,-0.237617446405422,0.160366139314772,-1.48171831922086,0.138415260599009,0.461025220732458
"AT1G73180",527.922651809111,0.280495950783014,0.189308859505565,1.48168422500464,0.138424336449332,0.461025220732458
"AT4G11120",295.602596308645,0.326575178852095,0.220413306971198,1.48164910431097,0.138433686026454,0.461025220732458
"AT1G80380",5367.36037048014,-0.191056417583649,0.129042720629062,-1.48056718466785,0.138721945270277,0.461908696531784
"AT3G48200",2046.57512749897,-0.215930139643833,0.145930919586859,-1.4796736720028,0.138960355049581,0.462625921224013
"AT1G52520",88.011769702106,-0.549536021047853,0.371437354049659,-1.4794850734759,0.139010717791219,0.46264024825486
"AT2G40830",605.471282031713,-0.339611968274706,0.229560757625779,-1.47939905664682,0.139033692114194,0.46264024825486
"AT3G18760",340.536847739414,0.306190521064492,0.206953887446409,1.4795108458341,0.139003834794882,0.46264024825486
"AT1G23380",74.6882553357489,-0.561955000747517,0.379992760143699,-1.47885712489629,0.139178504466081,0.46289227994881
"AT2G22920",9.47845523209511,1.73707796911312,1.17459054131943,1.47887958229413,0.139172501204438,0.46289227994881
"AT4G34100",2545.30732167395,-0.212193159671938,0.143471157160138,-1.47899524804902,0.139141584849885,0.46289227994881
"AT1G11940",128.753403315339,-0.465221279080711,0.314627042807172,-1.47864365036745,0.139235579958381,0.462965034461601
"AT1G80500",547.805436462176,-0.295952470873908,0.200156809396147,-1.47860306010456,0.139246434388923,0.462965034461601
"AT3G24320",194.935625996074,0.371540108892051,0.251398735823028,1.47789171522961,0.139436764191639,0.463521187842741
"AT1G06000",706.064483455847,-0.367940186846517,0.249025818346092,-1.47751823200581,0.139536774748306,0.46368167317788
"AT2G41475",1018.99325212562,-0.379987341227256,0.257167466174032,-1.47758714148588,0.139518318159254,0.46368167317788
"AT2G43120",123.25654428129,-0.482372770363978,0.326489403672372,-1.47745306566835,0.139554230509791,0.46368167317788
"AT3G22530",66.1997079229332,-3.58775243252929,2.4285391286633,-1.47732947358524,0.139587341082774,0.463715051630728
"AT1G76550",514.060369849332,-0.27723790726436,0.187728188250914,-1.47680489460544,0.139727944168413,0.463798962771331
"AT3G06720",1539.7818635503,0.224826926791484,0.152236656740951,1.47682517210066,0.139722507159989,0.463798962771331
"AT3G10340",143.24874349269,-0.522120288260783,0.35351656540199,-1.47693301915589,0.139693592845472,0.463798962771331
"AT3G59220",59.7217593710391,-0.644036607132899,0.436014447376094,-1.47709923606584,0.139649038310228,0.463798962771331
"AT5G19750",579.754273271997,0.270441182372013,0.183103717147498,1.47698357294495,0.139680040716664,0.463798962771331
"AT1G32190",212.39087583512,-0.394020219289145,0.266951634658379,-1.47599852607525,0.139944287911443,0.464287113607189
"AT2G25737",214.425676212504,-0.369005402041624,0.249984330110222,-1.47611413034939,0.139913256175062,0.464287113607189
"AT4G32880",304.214777555511,0.316580052611873,0.214484918603339,1.47600145816008,0.139943500784407,0.464287113607189
"AT2G40260",120.338141015956,-0.443917830182101,0.300805033613215,-1.47576596325481,0.140006730954735,0.464341030327443
"AT4G20380",980.205700438926,-0.267854604568999,0.181491722262371,-1.47585025493217,0.139984096189841,0.464341030327443
"AT1G27760",822.777085398556,-0.242038751226049,0.164029010977335,-1.47558501867388,0.140055329343304,0.464425597302842
"AT2G17270",43.4952636127359,0.750646992791945,0.50880968937919,1.47530011409143,0.140131875781642,0.464602797260869
"AT3G13720",685.98533462502,-0.31389807712311,0.212807143692771,-1.47503543196972,0.140203017807042,0.46476202357965
"AT1G20160",33.3470971788327,-0.874665880436898,0.593028536492021,-1.4749136451525,0.14023576135127,0.464793930426521
"AT4G30996",624.628017617503,-0.324977957216395,0.220518378780491,-1.47370010161323,0.14056235549342,0.465799597361994
"AT5G47720",185.482322030257,-0.377302661305855,0.256086707041868,-1.47333950154691,0.140659514399544,0.466044749011673
"AT4G33465",9.90783916056533,-1.79557151430386,1.21888228173681,-1.47312955582988,0.140716105269738,0.46615542864526
"AT3G23880",184.944665732132,-0.474003738574711,0.321879231835948,-1.47261361309666,0.140855252013303,0.466462665413847
"AT5G66800",202.397419872936,-0.513746555427701,0.348850953259292,-1.47268210285166,0.140836774639185,0.466462665413847
"AT1G29530",405.231895860802,-0.284772888648136,0.193391708426426,-1.47251860467677,0.140880886759214,0.466470722709816
"AT1G62850",618.266661257828,-0.258141128533235,0.175439958956478,-1.47139300572496,0.141184863849384,0.466984587379025
"AT1G76350",242.677171350741,-0.355406556342087,0.241502305552432,-1.47164870964317,0.141115764726388,0.466984587379025
"AT3G02290",227.40770923333,-0.344154814931505,0.233879541594242,-1.47150457276242,0.141154711781079,0.466984587379025
"AT3G12050",1110.31296006626,-0.259912591315199,0.176670661734668,-1.47117007862657,0.141245126876491,0.466984587379025
"AT3G22600",40.1272258153803,-1.04320458044538,0.708998455346908,-1.47137779014617,0.141188976389933,0.466984587379025
"AT3G23180",3.89234319820786,2.56982269368608,1.74678456045899,1.47117323558826,0.141244273329174,0.466984587379025
"AT3G57586",4.84160682598289,2.23293660830324,1.51766958200903,1.47129298417338,0.14121189984697,0.466984587379025
"AT4G32990",15.9447780331729,-1.17829012864459,0.800727792255216,-1.47152395613244,0.141149473743003,0.466984587379025
"AT5G26760",570.124152345495,0.257118927120457,0.174746832986477,1.47137961087029,0.141188484270924,0.466984587379025
"AT4G04770",3571.57955286053,-0.194857151311115,0.132499724741117,-1.47062306500511,0.141393082739091,0.467284974484809
"AT4G32410",9659.55976267262,-0.204650446620011,0.139150127365445,-1.47071691916275,0.141367688671231,0.467284974484809
"AT5G35320",191.914441367309,-0.573691971912258,0.390113679649118,-1.47057640334032,0.14140570926464,0.467284974484809
"AT4G15710",11.3590931865133,1.66282891116874,1.1308654395222,1.4704038633202,0.141452405672534,0.467362467715084
"AT2G40935",109.005589763547,0.47779579413868,0.324981732183815,1.47022354434504,0.141501220046691,0.467408302123355
"AT5G52830",87.7977985009962,0.514713895814079,0.350102430747789,1.47018086882372,0.141512774684151,0.467408302123355
"AT4G19230",94.2850514300791,-0.699946966775779,0.47614946841261,-1.47001522255032,0.141557631212987,0.467479660896369
"AT1G52990",13.4933550898278,-1.36380193138836,0.928382438187083,-1.46900875683468,0.141830414083851,0.46817190271742
"AT2G20680",182.042987563605,-0.379263211470822,0.258180614360323,-1.46898407694356,0.141837108154778,0.46817190271742
"AT5G35740",222.329388829985,0.366960771518326,0.249801612850212,1.46900881596135,0.141830398046871,0.46817190271742
"AT1G78190",20.2633134154744,1.00624518190576,0.685143387961886,1.46866363973688,0.141924044242351,0.468381961505658
"AT1G10660",530.601586470131,0.266749168027954,0.181752378648247,1.46765159285318,0.142198885993059,0.468425927138882
"AT1G31130",2537.39690969122,-0.271290724841912,0.184797456496116,-1.46804360831457,0.14209237782828,0.468425927138882
"AT1G49140",1188.32457970082,-0.221031102869891,0.15061750838539,-1.46749939790752,0.142240252931255,0.468425927138882
"AT1G80360",983.602911813589,-0.230881394358631,0.157251467361384,-1.46823046062925,0.142041632781294,0.468425927138882
"AT2G25000",143.440041318781,0.487824582438431,0.332363580990902,1.46774379125427,0.142173830748262,0.468425927138882
"AT2G26470",170.307990739899,0.398576378648584,0.271428967955855,1.46843714453282,0.141985518117687,0.468425927138882
"AT2G29360",1553.16065732753,-0.218869551932542,0.149068821723528,-1.46824499853142,0.142037685185185,0.468425927138882
"AT3G07940",386.174001723492,-0.365322762164788,0.248860168819231,-1.46798406469841,0.142108551511424,0.468425927138882
"AT3G20960",17.1153116714122,1.23094160234985,0.838565092460859,1.46791419463637,0.14212753194401,0.468425927138882
"AT4G27180",877.95737775251,-0.241915887641255,0.164810721438475,-1.46784071770212,0.142147494295451,0.468425927138882
"AT5G14750",13.2439656306185,1.24565180186171,0.848783022551952,1.46757388963381,0.142220004753341,0.468425927138882
"AT5G43600",590.46422771052,-0.264235650121706,0.180032559473332,-1.46771034581024,0.142182919275258,0.468425927138882
"AT5G54130",126.862018057937,-0.508911021903012,0.346569928458481,-1.46842233013872,0.141989539657965,0.468425927138882
"AT1G79120",15.4268836362976,1.25729304070839,0.85725028659171,1.4666580581818,0.142469097770744,0.469102720386636
"AT1G07030",332.334105280777,0.351846930388989,0.239928882017272,1.46646342629005,0.142522077982661,0.469150304282101
"AT3G21351",116.822622318549,0.514116432535581,0.350589661618448,1.46643352277484,0.142530219276552,0.469150304282101
"AT4G08110",244.122517070699,0.343656895969392,0.23440431789918,1.46608603053636,0.142624850938814,0.469384944855927
"AT2G22850",22.1359466517294,-0.95318276074517,0.650198643120558,-1.46598700386465,0.142651827444785,0.469396888834271
"AT4G28350",367.156865156493,-0.423212392867946,0.288821512737243,-1.46530772191116,0.142836980695198,0.469929225474872
"AT1G17380",672.70900683371,-1.26485076291764,0.863421813515867,-1.46492796813547,0.142940571294807,0.470116176326206
"AT1G31540",1511.27277111881,-0.324865151277714,0.22175925268662,-1.46494519323078,0.142935871323494,0.470116176326206
"AT2G07680",304.4592662024,-0.319610460732453,0.218188316340489,-1.46483765076445,0.142965216876358,0.47012032798482
"AT1G06820",924.139376946459,0.235733723272132,0.160982145916035,1.46434700525788,0.143099159992004,0.47040487417754
"AT1G22880",171.139603648869,0.397754312592985,0.271612904742098,1.46441610707217,0.143080289810783,0.47040487417754
"AT3G61550",629.073545301155,0.268648872035625,0.183470294089857,1.4642635930155,0.14312194057916,0.47040487417754
"AT5G41770",864.651255868133,0.247368108629318,0.168998305756258,1.46373129317693,0.1432673817006,0.470805934797413
"AT5G09770",432.120528018217,0.287085684926316,0.196239311821836,1.46293666779141,0.143484709388844,0.471443059693202
"AT1G09950",511.899689772431,-1.36059935492119,0.930324675676544,-1.4624994805515,0.143604386591942,0.471605062468309
"AT1G25277",31.5135266690024,-0.838336328910178,0.573159691028388,-1.46265751418422,0.1435611170662,0.471605062468309
"AT5G03345",374.104710545685,-0.326337499052219,0.223129287833765,-1.46254892049557,0.143590848886191,0.471605062468309
"AT1G15140",2152.89729064954,0.208261544908514,0.142422439746577,1.46228041928708,0.143664381992609,0.471712008706392
"AT1G29965",540.285679407223,0.264859002026182,0.181151748385167,1.46208360883736,0.143718299843553,0.471712008706392
"AT1G66980",1960.01560115397,0.206327399133196,0.141121292081508,1.46205718563026,0.143725539881192,0.471712008706392
"AT2G02020",205.328168596139,0.399536510633923,0.273273687280121,1.46203798327782,0.143730801558585,0.471712008706392
"AT2G33585",88.0566830626572,-0.596010503202441,0.407799177435079,-1.46152943944406,0.143870202501732,0.472045747784617
"AT3G55350",156.758214884574,0.422752476168979,0.28926015394102,1.46149571729529,0.143879450008661,0.472045747784617
"AT1G25150",10.4456514040424,-7.00091555245472,4.79058646558882,-1.46139008297687,0.143908420688435,0.472063762104908
"AT4G36430",7.48076695806642,1.76412374084248,1.20738102488148,1.46111600603931,0.143983608360473,0.472156327856356
"AT5G66180",217.019018863693,0.347083014743858,0.237536697098422,1.46117639498896,0.14396703924128,0.472156327856356
"AT1G54385",192.257024163994,-0.385675070490838,0.264099889405303,-1.46033787200478,0.14419723842976,0.472702670573996
"AT4G28760",1263.28996735739,-0.222389500269875,0.15228009038663,-1.46039774277282,0.14418079279703,0.472702670573996
"AT5G03455",887.47896302537,0.251497792747793,0.17228697274088,1.45976093692265,0.144355787840146,0.473145274621149
"AT1G11290",208.385820136886,0.387865702487434,0.265765305732636,1.45942940677755,0.144446957153185,0.473215007772452
"AT1G13220",525.005528202412,0.264081184193758,0.180933607330138,1.45954744444964,0.144414492261671,0.473215007772452
"AT1G25682",624.630379213498,-0.283265791349039,0.194093867411547,-1.45942679759385,0.144447674842056,0.473215007772452
"AT2G47640",417.892349847905,0.29265134327834,0.20054461303402,1.45928299369825,0.144487234142688,0.473267488178355
"AT2G03350",645.302275374724,-0.250660618906942,0.171822812221867,-1.45883201226666,0.144611349374814,0.47359686906347
"AT1G70600",7558.54880550733,0.201378843363383,0.13807531746006,1.45847097850516,0.144710768851513,0.473629527545874
"AT2G33740",390.966545914885,-0.293867361721789,0.20146436484798,-1.45865678003916,0.144659597315686,0.473629527545874
"AT2G41350",308.790021250197,-0.354094251127631,0.242787462318047,-1.45845361101791,0.144715552733862,0.473629527545874
"AT3G60600",1573.91380225024,-0.21323735057767,0.14620465359258,-1.45848538564228,0.144706800490918,0.473629527545874
"AT1G70140",150.181893325513,0.438543825129729,0.300787520108034,1.45798544092593,0.144844556066571,0.473897445031475
"AT3G62960",21.7020317771108,1.10760413794008,0.759675842221941,1.45799573499731,0.144841718608787,0.473897445031475
"AT5G14460",1242.24184020104,0.221294858078577,0.151809483807183,1.4577143175037,0.144919303857976,0.474064855851709
"AT1G04940",1506.18654938303,0.209523035176083,0.143780321764729,1.45724416668735,0.145048992863111,0.47412778132183
"AT3G07410",216.933445112091,-0.351386299467655,0.241130271356649,-1.45724673012095,0.145048285510428,0.47412778132183
"AT4G23810",1745.31601974824,-0.324127612012226,0.222413938580157,-1.4573169922775,0.145028898432145,0.47412778132183
"AT4G36970",553.72900525396,0.315431748366835,0.21646173469099,1.45721713270537,0.145056452768494,0.47412778132183
"AT5G63570",2640.71432765184,0.202079891472963,0.138644954569062,1.45753512705219,0.144968722264106,0.47412778132183
"AT3G44670",1836.86468613191,-0.229966442871468,0.157861421308063,-1.45676151250845,0.145182223326018,0.474384625381048
"AT5G23830",4.13768567929639,2.62853123401052,1.80429054280212,1.45682259683539,0.145165356606507,0.474384625381048
"AT2G27930",17.6178117101238,1.08938521282806,0.747857503720392,1.45667484435024,0.145206156876833,0.474385730258163
"AT3G52450",1063.06584924638,0.327010272682406,0.224554424027362,1.45626288192193,0.145319962283681,0.474680396704046
"AT1G74060",2490.2834463715,0.198903676327416,0.136601420969794,1.45608790095528,0.145368321773184,0.474761226323889
"AT3G03470",416.164099961262,0.288256088463883,0.198014622976907,1.45573131989095,0.1454669082263,0.474996942437139
"AT4G25820",8.61696702756381,1.76871884021452,1.21514636581553,1.45556032587685,0.145514202291611,0.474996942437139
"AT5G28050",1634.63290828121,-0.214821079520662,0.147579611364654,-1.45562844036674,0.145495361559878,0.474996942437139
"AT5G65870",107.768019589648,-0.540217150326616,0.371159507766134,-1.45548514593624,0.145534999523142,0.474996942437139
"AT1G77000",160.751680910895,-0.419376685799359,0.288189653157211,-1.45521076556688,0.145610921422189,0.475090486074833
"AT3G16670",1958.40208362369,0.245583592271975,0.168754712884857,1.45526953335838,0.145594657640676,0.475090486074833
"AT1G80010",379.016250908843,0.316850541242817,0.217769102384828,1.45498391540825,0.145673714460977,0.475141146858848
"AT5G43790",61.9857982051227,0.592177429740174,0.406977599631057,1.45506148317993,0.145652241056949,0.475141146858848
"AT4G02170",11.7727114911034,1.33115933824013,0.915023351294602,1.45478182207783,0.14572967216896,0.47517774618999
"AT5G10060",797.213022349365,0.24462648640385,0.168154441221295,1.45477267580412,0.145732205073737,0.47517774618999
"AT1G74160",544.501144566906,-0.295857718070304,0.203412882557014,-1.45446893211092,0.145816340863741,0.475297913921127
"AT5G53170",2512.70746402819,-0.204076297919779,0.140303369870247,-1.4545359680848,0.145797768969831,0.475297913921127
"AT3G10527",125.618850391341,0.563420728118551,0.387562632001363,1.45375400411815,0.146014519815335,0.47578961440637
"AT5G11010",201.042584015632,0.376325142735573,0.258854385784671,1.4538101859654,0.145998938676096,0.47578961440637
"AT5G17290",351.056078971189,-0.306706222330584,0.21099159106158,-1.45364192377254,0.146045607313446,0.475813795987171
"AT1G61390",17.0311118009424,1.42016791660794,0.977197716912018,1.45330662570081,0.146138638504212,0.476039748400384
"AT2G04550",344.790293423148,-0.314049018795762,0.216117634682221,-1.45313925565371,0.146185093657552,0.476113932931327
"AT3G21330",37.7266753250105,-0.949674104144777,0.653586428256043,-1.45301992680414,0.146218221418239,0.476144694138922
"AT2G33370",1473.2606062029,0.212020003579145,0.145949034939714,1.45269890730503,0.146307370520606,0.476357843614055
"AT2G16485",1052.71792433058,0.232529416452303,0.160105594124589,1.45235035492487,0.146404212761467,0.476575437530348
"AT4G19191",37.9971655651061,0.805726653009346,0.554798213709426,1.45228775633972,0.146421610426509,0.476575437530348
"AT2G36970",341.874642461329,0.503922895906343,0.347047675782094,1.45202786553957,0.146493857299085,0.476733409031741
"AT3G55940",29.3737949912757,-0.860356349357847,0.592605153753378,-1.45182056536062,0.146551504089314,0.476766665002534
"AT5G04620",188.559256753659,0.373087158329772,0.256973964433519,1.45184808566975,0.146543850142494,0.476766665002534
"AT5G54880",73.4223218286679,0.625492819304906,0.430969199618976,1.45136315972907,0.146678762504313,0.477103465482806
"AT2G27710",2727.97403906397,0.2224250197482,0.153277655900569,1.45112487819155,0.146745090160946,0.477241998978619
"AT1G33040",1538.89558471723,0.213274149407455,0.147035746309667,1.45049183453856,0.146921414582796,0.477738159499775
"AT3G11830",1975.76435255406,0.205619196375584,0.141773258992135,1.45033836308292,0.146964186051532,0.477799961281704
"AT2G01890",204.905425070137,-0.451551937725521,0.311422747169989,-1.44996453158588,0.14706841023578,0.47806150166376
"AT4G11370",46.5373223622006,-0.670899817820599,0.462851578893478,-1.44949233926023,0.147200138179266,0.478412346927603
"AT5G45670",1241.13723088019,-0.248335779510743,0.171388526857381,-1.44896384877264,0.147347678637633,0.47881446242276
"AT3G05810",188.861775045798,0.380805086600405,0.262955030040393,1.44817570723751,0.147567916721756,0.479335113987228
"AT4G34790",38.1005025355529,0.903485851760627,0.623896346113393,1.44813454572856,0.14757942579363,0.479335113987228
"AT5G47020",2162.36883512469,0.201263666911009,0.138972198979605,1.44822970629216,0.147552819214503,0.479335113987228
"AT2G16280",2298.21469523856,0.235330850443133,0.162541468144607,1.44782038165035,0.147667291068652,0.479543028094856
"AT3G19260",178.87318097256,0.377521675823256,0.260816697493954,1.44745976561569,0.147768197285387,0.479568922575518
"AT3G21190",423.028964046342,-0.361096466546408,0.249447290376297,-1.44758624558192,0.147732800141059,0.479568922575518
"AT4G18070",951.97806247951,-0.254944353489282,0.176133334036557,-1.44745090350909,0.14777067770979,0.479568922575518
"AT5G56670",2536.42420306199,0.215078492600426,0.148586786395685,1.44749407277491,0.147758595318248,0.479568922575518
"AT5G44040",327.233417081144,0.298354172694237,0.206145991146796,1.44729553572439,0.147814168932495,0.479632644672015
"AT1G08280",163.677533580951,0.424864769571297,0.293612577240632,1.44702510214028,0.147889893200803,0.479646120794021
"AT1G18265",75.6684241395789,-0.575733499174374,0.397862506560834,-1.44706648573417,0.14787830343556,0.479646120794021
"AT4G31700",6125.38393728008,0.199504396295575,0.137855917896278,1.44719500867334,0.147842314111101,0.479646120794021
"AT1G60600",861.698583114784,0.234619652011157,0.162214213703209,1.44635692924186,0.148077115783391,0.480175873036304
"AT5G27720",685.963217347278,-0.241118299512987,0.166747344678162,-1.44600982989185,0.148174444737388,0.480413999588
"AT2G44280",89.2769208699945,-0.597745636305137,0.413438663105968,-1.44579036661583,0.148236008905425,0.480536110777744
"AT5G63380",715.705153964058,-0.264904339103557,0.183244114956776,-1.44563627140792,0.148279247599592,0.480598786553247
"AT3G11470",117.435205296912,-0.480012707744468,0.332107002994814,-1.44535557340224,0.148358035449707,0.48077664453842
"AT3G18295",224.960826343533,-0.368966376289664,0.255359943745334,-1.44488744349673,0.148489503834576,0.481125136920895
"AT5G02450",2496.39875807379,0.206008798681672,0.142591870110421,1.44474434988575,0.148529707621729,0.481177855580869
"AT3G55010",538.298385063128,0.27351452350522,0.189338538582376,1.44457924706238,0.148576105477408,0.481250620367858
"AT1G05840",363.35762894558,-0.294559984205066,0.203973436896811,-1.44410953056638,0.148708167623205,0.481600790925346
"AT1G67785",1550.45079307792,-0.225600690184849,0.156237269440711,-1.44396206482897,0.148749646521201,0.481631660383532
"AT1G68470",89.0104194209974,-0.608419656594192,0.421383577219479,-1.44386181494989,0.148777849670889,0.481631660383532
"AT5G10170",462.929299470272,0.320471171544343,0.221960586435921,1.44382016956358,0.14878956690585,0.481631660383532
"AT4G02460",163.85484967523,0.389528696053128,0.269819693252422,1.44366295639035,0.148833806335892,0.481697307853045
"AT4G25230",704.569286467489,-0.24176611251854,0.167479393768391,-1.44355736594605,0.148863524884309,0.481715945243688
"AT1G53830",49.7529813636441,0.648788406329151,0.449524776306924,1.44327618971145,0.148942684344049,0.481836906429579
"AT2G26770",732.002337919044,-0.25135897046706,0.174161243553764,-1.44325433912892,0.148948837277286,0.481836906429579
"AT2G42200",104.402290229113,-0.537274419746834,0.37238554984967,-1.4427907311756,0.149079430967972,0.482181782434214
"AT5G07270",566.616311002715,-0.277672151567755,0.192515034889649,-1.44234008386368,0.149206457528055,0.482515011838757
"AT1G50740",1209.75488652981,-0.399093207413961,0.276832355359589,-1.44164220578755,0.149403335449755,0.482685852356954
"AT1G68530",13655.4803063632,-0.245487255955853,0.170279085493858,-1.44167591248139,0.14939382192282,0.482685852356954
"AT3G15650",40.8962746256812,-0.773226768936308,0.53623708237688,-1.44194945547027,0.14931663303296,0.482685852356954
"AT3G56310",1039.81089086406,-0.233460888597205,0.161939393624982,-1.4416559391216,0.149399459236767,0.482685852356954
"AT4G23250",812.119383725949,-0.407046233362782,0.282300002550911,-1.44189241829487,0.149332725381427,0.482685852356954
"AT5G57330",1246.83316796316,-0.25184528186533,0.174649942247717,-1.44200037299825,0.149302268386998,0.482685852356954
"AT5G14120",3650.16652462905,0.289360603361445,0.200773735592744,1.44122737223157,0.149520457774523,0.482986632962208
"AT3G05590",3977.83830420404,0.200664296921762,0.139276436557806,1.4407627153677,0.149651730168136,0.483213932263558
"AT3G57190",311.877485877053,0.339109392759239,0.235374440673284,1.4407230954611,0.149662927441193,0.483213932263558
"AT5G51770",116.76985191508,0.505962813436539,0.35115546294767,1.44085132319852,0.149626690370815,0.483213932263558
"AT4G14455",171.878640674929,-0.37849910293776,0.262748276249218,-1.44053886229401,0.149715003327565,0.483226864970411
"AT4G35630",744.546824196729,0.252357745472202,0.175176411918888,1.44059204494411,0.149699969144917,0.483226864970411
"AT1G11380",204.527297109465,0.439727191474503,0.305305760343364,1.44028462148884,0.149786890477464,0.483283027424191
